Name,Age,Major,GPA
Student8944,19,Mechanical Engineering,3.88
Student6457,20,Mechanical Engineering,3.76
Student5580,19,Mechanical Engineering,2.98
Student5797,23,Biology,3.14
Student7031,21,Biology,3.14
Student8115,20,English,2.81
Student7703,23,English,3.07
Student8931,24,Mechanical Engineering,2.51
Student9994,24,Biology,3.92
Student9407,22,History,3.92
Student4001,22,English,2.75
Student4842,24,Biology,3.23
Student3088,19,Computer Science,2.78
Student2650,20,Psychology,3.37
Student2996,23,Mechanical Engineering,2.84
Student792,18,History,3.81
Student2799,22,Computer Science,3.84
Student162,22,History,3.93
Student652,20,English,3.65
Student9293,22,Psychology,3.88
Student7084,20,Psychology,3.3
Student4753,24,Psychology,2.52
Student5304,21,English,2.75
Student3168,24,Computer Science,3.12
Student1617,19,Biology,3.98
Student7015,23,Biology,3.26
Student5756,23,Mechanical Engineering,2.9
Student7557,20,Biology,2.66
Student1034,20,History,3.02
Student7243,19,Biology,3.36
Student2715,20,English,2.62
Student991,21,English,3.57
Student2859,20,Psychology,2.6
Student2157,20,English,3.83
Student5036,22,English,3.72
Student6534,22,Psychology,3.24
Student9374,21,Psychology,3.41
Student7887,19,Computer Science,4.0
Student132,24,Computer Science,2.84
Student7357,21,English,3.57
Student3011,19,Psychology,2.58
Student6292,24,Psychology,2.69
Student1607,22,Psychology,2.83
Student7893,20,History,2.86
Student1251,20,English,3.68
Student3731,24,English,3.14
Student840,22,English,3.58
Student8972,18,Psychology,3.4
Student4174,23,Biology,3.05
Student9528,24,Biology,3.03
Student8890,19,Mechanical Engineering,3.85
Student8765,21,Biology,3.66
Student3894,22,Mechanical Engineering,3.38
Student5200,21,History,3.61
Student8782,19,Mechanical Engineering,3.57
Student9524,23,Psychology,3.93
Student8728,23,Computer Science,3.53
Student8274,23,English,2.6
Student4709,20,Psychology,2.88
Student9486,22,Mechanical Engineering,2.89
Student987,23,Psychology,3.79
Student1230,22,Biology,2.65
Student2616,23,English,2.84
Student2245,23,Mechanical Engineering,3.35
Student3628,22,Psychology,2.59
Student5282,24,History,3.5
Student7982,22,Biology,3.61
Student716,19,Biology,3.3
Student1875,24,Computer Science,2.91
Student290,18,Computer Science,2.66
Student1652,21,Mechanical Engineering,3.99
Student1106,24,Biology,2.63
Student1085,21,Computer Science,3.89
Student4633,18,Biology,3.24
Student7789,22,English,3.29
Student1625,18,English,2.58
Student4861,20,History,3.51
Student9037,23,English,3.56
Student9584,19,Mechanical Engineering,3.33
Student834,23,English,2.76
Student1061,22,Psychology,3.02
Student6989,23,English,3.54
Student1488,24,Biology,3.03
Student4016,24,Computer Science,3.07
Student7943,22,Psychology,2.52
Student9193,18,Mechanical Engineering,3.37
Student1577,22,English,3.07
Student1157,22,Biology,2.67
Student6709,19,English,3.46
Student261,20,Computer Science,3.4
Student4855,23,English,3.66
Student2800,18,Computer Science,3.94
Student5423,21,History,3.51
Student2492,19,English,2.71
Student3068,20,English,4.0
Student1299,21,History,3.35
Student4191,18,English,3.73
Student7814,24,Computer Science,2.74
Student9095,18,History,2.9
Student2248,20,History,2.99
Student8260,19,History,3.5
Student2274,24,Psychology,3.36
Student2580,23,Biology,2.67
Student3469,21,History,3.92
Student6185,22,English,3.79
Student3630,19,History,3.31
Student1649,24,English,3.01
Student7033,19,Mechanical Engineering,3.6
Student8075,21,Mechanical Engineering,3.56
Student7238,21,Computer Science,2.65
Student1483,22,Computer Science,3.66
Student7402,19,Biology,2.55
Student3277,19,English,3.49
Student687,22,Computer Science,3.13
Student3976,18,Computer Science,2.5
Student8275,18,English,2.62
Student4205,23,English,3.97
Student5008,18,Computer Science,2.89
Student4349,21,Mechanical Engineering,3.58
Student914,23,Computer Science,3.11
Student3833,20,Mechanical Engineering,2.89
Student465,23,History,3.97
Student6163,23,Computer Science,2.94
Student1887,22,Mechanical Engineering,3.32
Student1116,19,Mechanical Engineering,2.73
Student6620,19,Biology,2.77
Student6265,18,History,2.51
Student5211,21,Biology,3.52
Student4777,19,English,2.72
Student6393,20,History,3.01
Student2691,18,Mechanical Engineering,2.84
Student2672,18,Mechanical Engineering,2.63
Student1723,20,Mechanical Engineering,3.79
Student9318,24,Biology,2.73
Student4084,22,Psychology,3.54
Student4950,20,Biology,3.25
Student2090,18,Computer Science,3.27
Student6030,19,History,2.96
Student962,20,Computer Science,3.28
Student3186,23,Biology,3.48
Student1988,24,Mechanical Engineering,3.04
Student1432,18,History,3.73
Student9531,20,Computer Science,2.63
Student7486,19,Biology,3.96
Student5846,24,History,2.7
Student6524,18,Computer Science,3.02
Student8830,19,Biology,3.79
Student2946,20,Computer Science,2.76
Student3420,19,English,2.51
Student9984,22,History,3.12
Student3512,20,Mechanical Engineering,3.78
Student2516,23,History,2.52
Student5280,23,Computer Science,2.68
Student3467,18,Psychology,3.34
Student7810,19,English,3.5
Student7590,24,English,2.77
Student7992,21,Biology,2.64
Student8451,23,Mechanical Engineering,3.71
Student9494,22,English,2.61
Student9276,24,English,3.19
Student8833,22,Mechanical Engineering,3.44
Student5646,20,Psychology,2.74
Student5031,19,English,3.78
Student6007,24,History,3.38
Student7692,23,History,2.89
Student3303,21,Psychology,3.8
Student2460,23,Biology,2.72
Student7878,19,Biology,3.19
Student5761,22,Mechanical Engineering,3.14
Student6259,24,Psychology,2.87
Student6737,21,History,3.97
Student6295,23,Mechanical Engineering,3.04
Student9944,20,Computer Science,3.71
Student8193,24,Biology,3.07
Student8526,23,Computer Science,2.85
Student6048,23,Psychology,3.03
Student7647,20,English,3.29
Student2056,22,Biology,2.6
Student4038,21,English,2.6
Student498,22,Psychology,3.38
Student622,21,English,3.48
Student1436,20,Computer Science,3.99
Student1552,23,English,3.62
Student7724,20,History,3.35
Student1616,24,English,3.25
Student3715,22,Biology,2.81
Student1842,19,Mechanical Engineering,2.87
Student2693,22,Psychology,3.98
Student8822,23,Psychology,3.29
Student3595,21,Mechanical Engineering,3.24
Student419,24,History,2.52
Student1250,21,Mechanical Engineering,2.65
Student9850,18,Mechanical Engineering,2.81
Student1828,21,Biology,3.89
Student7077,18,History,2.86
Student2350,18,History,2.8
Student2794,19,Computer Science,2.9
Student7802,22,Biology,2.84
Student710,20,Computer Science,3.8
Student7740,19,English,2.89
Student9965,23,Mechanical Engineering,3.85
Student1049,21,Psychology,3.2
Student5497,24,Computer Science,3.08
Student9152,20,History,3.56
Student7702,18,Biology,3.51
Student9775,21,Computer Science,3.72
Student5892,19,English,3.82
Student6599,24,Biology,3.33
Student8103,18,English,3.67
Student8231,18,Mechanical Engineering,3.35
Student186,21,Computer Science,3.9
Student3212,18,Biology,3.23
Student5520,24,Mechanical Engineering,3.43
Student8171,21,Mechanical Engineering,3.9
Student989,19,Computer Science,3.96
Student296,23,Biology,2.66
Student6240,22,English,3.34
Student9565,22,History,3.64
Student3026,21,History,2.82
Student627,22,Computer Science,3.19
Student9351,21,Computer Science,3.68
Student187,21,Psychology,2.51
Student526,18,Computer Science,3.31
Student3832,23,Computer Science,3.03
Student7029,19,Computer Science,2.58
Student922,21,Biology,3.7
Student77,21,English,3.72
Student4762,22,Psychology,3.11
Student6892,23,Mechanical Engineering,3.34
Student6406,23,English,3.1
Student2048,20,Mechanical Engineering,2.76
Student4447,24,Mechanical Engineering,3.59
Student8493,18,Biology,2.58
Student7815,23,Mechanical Engineering,3.92
Student1960,22,Biology,2.77
Student7699,18,History,3.02
Student3408,22,Biology,3.31
Student995,20,English,3.66
Student1452,21,English,2.71
Student9209,22,Psychology,2.66
Student838,18,Mechanical Engineering,3.9
Student560,20,Psychology,3.05
Student7989,23,History,3.0
Student2193,23,Mechanical Engineering,2.97
Student4255,24,Psychology,3.26
Student2864,23,History,3.6
Student2104,22,Computer Science,3.41
Student9510,19,Computer Science,3.48
Student4614,23,Psychology,2.76
Student8130,20,Computer Science,2.92
Student2520,22,Biology,3.01
Student2813,20,History,3.2
Student4042,24,Psychology,3.16
Student2641,19,Mechanical Engineering,3.56
Student6611,22,Biology,3.42
Student6857,20,Psychology,3.91
Student9525,23,Biology,3.56
Student2406,19,History,3.22
Student8693,19,History,3.43
Student8801,22,Mechanical Engineering,3.2
Student13,24,Psychology,3.58
Student6179,21,History,3.52
Student1130,21,Biology,2.89
Student4520,24,Mechanical Engineering,3.2
Student8643,21,Biology,3.97
Student8636,22,History,2.74
Student4756,23,Mechanical Engineering,2.65
Student6972,19,Psychology,3.54
Student2705,22,Mechanical Engineering,3.73
Student6915,19,Computer Science,3.02
Student4091,23,Mechanical Engineering,2.69
Student6458,20,Biology,3.41
Student4813,22,English,3.02
Student7658,24,History,3.37
Student1626,24,Psychology,3.03
Student7346,20,History,3.35
Student9046,20,History,2.85
Student3629,18,English,3.49
Student6455,18,Psychology,2.58
Student1883,23,History,3.51
Student3723,21,Biology,2.57
Student6573,23,English,2.54
Student7417,18,Biology,2.84
Student7452,24,Biology,3.98
Student3449,21,Computer Science,3.15
Student4092,20,Biology,2.62
Student3642,21,Biology,2.74
Student5162,18,History,3.47
Student4327,24,Biology,2.58
Student5334,20,Mechanical Engineering,2.83
Student4993,21,English,3.06
Student300,19,Computer Science,2.66
Student831,23,Psychology,3.92
Student7837,22,History,3.23
Student8759,21,Mechanical Engineering,2.99
Student2638,18,History,2.86
Student9381,23,Biology,3.07
Student3010,24,History,3.06
Student4195,22,Computer Science,3.43
Student9124,24,English,2.83
Student1223,19,Biology,3.3
Student5350,21,Computer Science,2.94
Student2364,19,English,2.71
Student7501,21,History,2.56
Student8580,22,Psychology,3.54
Student9686,22,History,2.98
Student445,24,Biology,3.66
Student4530,20,History,3.7
Student2262,21,Biology,3.09
Student1066,19,Mechanical Engineering,3.55
Student7030,20,Mechanical Engineering,3.7
Student3115,24,Psychology,3.6
Student2766,22,English,3.68
Student9950,18,English,3.48
Student4105,18,History,3.56
Student9041,24,Computer Science,2.58
Student1680,22,English,2.93
Student9477,21,Psychology,2.93
Student3243,20,Computer Science,3.03
Student853,20,English,2.93
Student2496,20,Biology,3.09
Student8321,20,History,3.12
Student3202,20,Mechanical Engineering,2.8
Student5884,23,English,2.8
Student1453,18,Computer Science,3.28
Student6933,21,History,3.73
Student3475,19,Biology,3.19
Student1390,23,Mechanical Engineering,3.72
Student5630,18,Biology,2.72
Student4378,23,English,3.91
Student8085,22,History,2.64
Student9983,23,Psychology,2.94
Student6793,19,English,3.87
Student7089,19,Computer Science,3.35
Student9587,20,Psychology,3.1
Student188,20,History,2.54
Student3468,24,English,2.75
Student412,24,Mechanical Engineering,3.22
Student7630,21,Psychology,3.9
Student8125,20,History,2.65
Student5212,22,History,2.62
Student5794,21,Biology,3.41
Student980,23,Psychology,2.89
Student5376,23,History,2.52
Student2376,22,History,3.26
Student7701,23,Psychology,3.4
Student497,22,Psychology,3.26
Student6113,24,Computer Science,2.66
Student3419,22,English,2.58
Student870,23,Biology,3.77
Student7415,18,Biology,2.6
Student3270,23,Biology,3.02
Student7772,22,English,3.57
Student5201,20,English,3.74
Student1166,23,Computer Science,3.96
Student5610,19,History,2.55
Student7634,23,Psychology,3.67
Student6160,18,Mechanical Engineering,3.81
Student7338,23,Computer Science,3.09
Student7760,22,Biology,3.03
Student3231,21,Mechanical Engineering,2.85
Student717,20,Mechanical Engineering,2.5
Student6663,18,Mechanical Engineering,3.53
Student2897,23,English,3.39
Student316,18,Psychology,3.39
Student4312,20,Mechanical Engineering,2.9
Student5311,20,Computer Science,2.62
Student8816,21,History,2.93
Student4647,23,Psychology,3.39
Student6501,18,Biology,3.84
Student167,21,History,3.15
Student4758,23,Biology,3.47
Student9960,19,English,2.79
Student6314,18,History,2.72
Student8915,19,English,2.99
Student5869,23,Mechanical Engineering,3.89
Student6870,21,English,3.63
Student2534,24,English,3.52
Student851,20,English,3.73
Student3151,20,Mechanical Engineering,2.76
Student8987,23,Mechanical Engineering,3.13
Student9545,18,Computer Science,2.68
Student9421,23,English,3.88
Student8402,20,Biology,2.93
Student4069,23,Mechanical Engineering,2.65
Student3288,24,English,3.2
Student2936,23,Biology,2.83
Student6,19,Mechanical Engineering,3.37
Student9359,24,Computer Science,3.59
Student4803,24,Mechanical Engineering,3.66
Student3981,19,English,3.11
Student9666,22,English,3.01
Student3614,24,Psychology,3.42
Student8139,19,Mechanical Engineering,3.48
Student9985,20,History,3.68
Student7509,22,Psychology,3.54
Student707,21,Computer Science,3.04
Student9159,20,Biology,3.74
Student5585,23,English,3.66
Student9688,21,English,3.72
Student4692,19,Computer Science,2.54
Student90,20,Psychology,2.67
Student5369,22,Biology,3.48
Student5803,20,Computer Science,3.71
Student6291,21,Psychology,3.93
Student6770,19,Computer Science,3.95
Student1651,23,Biology,3.27
Student3637,22,English,3.64
Student5197,19,Biology,3.88
Student6807,24,Psychology,2.65
Student5160,18,English,2.75
Student2829,23,English,3.96
Student4480,18,Biology,2.73
Student3893,20,Biology,4.0
Student142,20,Biology,3.04
Student7162,23,Biology,3.07
Student9636,19,English,3.85
Student7019,18,Computer Science,2.62
Student8426,19,English,3.79
Student3751,21,Computer Science,3.28
Student7381,20,Computer Science,3.75
Student8784,20,History,3.52
Student8516,23,Computer Science,3.75
Student7714,18,Psychology,3.55
Student8455,23,Computer Science,3.1
Student3778,22,English,3.14
Student3631,19,Psychology,2.71
Student6035,18,Mechanical Engineering,3.71
Student3427,19,Computer Science,3.86
Student5663,18,Mechanical Engineering,3.95
Student6987,23,English,3.94
Student5854,21,Computer Science,3.13
Student1046,22,Mechanical Engineering,2.81
Student524,20,Computer Science,3.52
Student7265,19,Mechanical Engineering,3.86
Student2219,22,History,2.95
Student7049,21,English,3.81
Student2183,22,Mechanical Engineering,3.82
Student3814,22,Psychology,3.02
Student8543,20,English,2.53
Student4110,23,Psychology,3.88
Student2750,19,English,3.46
Student8551,22,History,3.36
Student9400,24,Biology,3.25
Student4372,18,English,2.75
Student6233,19,Mechanical Engineering,2.93
Student5845,21,Computer Science,2.67
Student8902,21,Mechanical Engineering,3.22
Student859,18,Biology,3.08
Student1301,22,Mechanical Engineering,3.71
Student2575,18,Computer Science,3.18
Student3050,21,History,3.34
Student5107,24,Computer Science,2.98
Student6193,22,Computer Science,2.77
Student6686,21,Psychology,3.69
Student898,18,Computer Science,2.85
Student7855,19,Mechanical Engineering,2.73
Student6975,24,Psychology,3.46
Student1398,23,Psychology,3.65
Student5768,23,Psychology,3.34
Student8280,23,Biology,3.94
Student8899,22,English,3.72
Student5788,19,Computer Science,3.77
Student5629,20,Biology,2.87
Student6377,18,Biology,3.05
Student1855,23,Computer Science,2.61
Student7904,22,Mechanical Engineering,2.98
Student1167,24,Mechanical Engineering,3.13
Student378,21,English,2.76
Student4650,21,History,2.96
Student4341,23,Mechanical Engineering,3.88
Student9063,23,History,3.09
Student6666,18,History,2.67
Student125,22,English,2.59
Student2883,19,Computer Science,3.62
Student4879,23,Computer Science,3.68
Student8194,19,Mechanical Engineering,2.5
Student7865,22,Biology,2.51
Student4436,19,Psychology,3.9
Student959,19,Mechanical Engineering,3.51
Student1562,24,Psychology,2.55
Student5964,23,Computer Science,3.51
Student3947,19,English,3.4
Student5265,22,English,3.38
Student3737,19,English,3.77
Student6942,19,Computer Science,3.48
Student9748,19,Computer Science,3.59
Student4149,18,Mechanical Engineering,3.45
Student5513,19,Biology,3.58
Student4295,22,English,3.52
Student4999,20,History,3.9
Student1430,19,Psychology,3.15
Student2590,24,Mechanical Engineering,3.62
Student8374,21,Mechanical Engineering,3.61
Student5051,20,English,2.91
Student8375,20,English,3.52
Student2825,24,Psychology,2.72
Student5581,21,Computer Science,3.56
Student910,22,English,2.7
Student5050,19,History,3.17
Student9606,23,Biology,2.69
Student5430,23,English,3.33
Student3555,18,Mechanical Engineering,3.05
Student9493,21,English,2.62
Student2743,23,English,2.89
Student6708,22,Computer Science,3.99
Student1427,18,Computer Science,3.86
Student3276,20,Mechanical Engineering,3.31
Student618,19,Computer Science,3.29
Student2008,18,English,3.08
Student3533,22,Mechanical Engineering,3.09
Student9303,21,Computer Science,3.3
Student915,19,Mechanical Engineering,3.58
Student370,22,Mechanical Engineering,3.98
Student4487,23,History,3.91
Student69,23,English,3.02
Student7872,18,Biology,2.73
Student124,23,English,3.7
Student3269,18,Psychology,2.66
Student6201,22,History,3.29
Student1805,23,Psychology,3.84
Student592,21,English,3.67
Student1238,18,Psychology,2.66
Student9576,23,English,3.62
Student7621,22,Psychology,2.78
Student1678,19,History,3.76
Student7668,20,English,3.89
Student6916,23,English,3.57
Student7549,24,English,3.41
Student8437,22,History,3.29
Student5297,19,History,3.44
Student6481,20,English,3.78
Student6388,20,History,3.76
Student5165,24,Psychology,2.89
Student9586,21,Mechanical Engineering,2.73
Student3872,19,Computer Science,2.69
Student7539,18,English,3.28
Student5114,23,Psychology,3.02
Student4133,23,English,3.75
Student1475,20,Computer Science,3.05
Student6242,23,Biology,3.26
Student2990,18,History,2.67
Student8745,24,Mechanical Engineering,3.27
Student3392,23,Mechanical Engineering,2.66
Student7056,24,Computer Science,3.76
Student8302,20,English,2.93
Student7942,20,Computer Science,3.47
Student7055,23,Psychology,3.21
Student2281,24,English,3.55
Student6910,24,History,2.83
Student9483,20,Mechanical Engineering,2.58
Student2423,18,Biology,2.6
Student8421,18,Mechanical Engineering,2.81
Student391,22,Computer Science,3.12
Student5840,21,Biology,3.18
Student5135,18,Mechanical Engineering,3.3
Student2730,21,Psychology,3.89
Student8183,21,History,3.11
Student3300,19,Mechanical Engineering,3.13
Student3172,23,Mechanical Engineering,2.63
Student1229,21,Biology,3.53
Student3849,21,English,2.88
Student8220,21,Biology,3.35
Student2063,24,Computer Science,3.91
Student6335,19,Computer Science,3.24
Student3694,18,English,3.21
Student943,22,Mechanical Engineering,3.27
Student5574,21,Computer Science,2.74
Student3442,20,Computer Science,2.72
Student115,21,Biology,3.95
Student1389,21,History,2.65
Student8531,23,Psychology,3.63
Student2288,21,English,3.2
Student2426,24,Psychology,3.69
Student2409,18,Biology,3.81
Student6677,18,Psychology,3.96
Student5979,19,Psychology,3.5
Student4920,20,Psychology,3.75
Student1181,22,Mechanical Engineering,3.01
Student7661,21,English,2.55
Student8368,24,Computer Science,3.62
Student6550,21,History,3.01
Student8966,20,Computer Science,3.24
Student4491,23,Biology,3.37
Student4568,22,Psychology,3.21
Student6934,23,Mechanical Engineering,3.84
Student3099,18,Mechanical Engineering,3.73
Student314,21,English,3.91
Student264,24,Psychology,3.67
Student6897,22,History,2.84
Student9013,19,History,3.43
Student1598,18,English,2.9
Student1256,22,Mechanical Engineering,2.93
Student9811,18,English,2.87
Student2922,22,History,3.17
Student2043,24,History,3.59
Student3968,18,English,3.58
Student7032,24,English,3.37
Student6769,22,Computer Science,3.06
Student1068,22,History,3.45
Student1063,22,Mechanical Engineering,3.58
Student8876,21,Psychology,3.66
Student8889,19,Mechanical Engineering,3.87
Student7895,19,English,2.55
Student9889,18,Biology,3.58
Student1726,18,Biology,3.99
Student8864,24,History,2.91
Student8884,22,Psychology,2.57
Student6851,22,English,3.28
Student2547,19,Biology,3.88
Student9951,23,History,3.32
Student8952,24,Computer Science,3.28
Student2834,22,Computer Science,2.91
Student7261,24,Biology,2.79
Student352,20,English,2.78
Student4763,19,History,3.21
Student9408,21,Mechanical Engineering,3.76
Student7485,18,Computer Science,3.93
Student8570,18,Psychology,2.85
Student6886,20,Computer Science,2.67
Student9075,22,Mechanical Engineering,3.59
Student3440,18,Computer Science,3.4
Student3259,24,English,2.59
Student4249,20,Mechanical Engineering,3.8
Student8717,18,Computer Science,3.19
Student546,24,History,3.32
Student7244,19,Psychology,2.98
Student2867,19,Computer Science,3.12
Student4775,23,Computer Science,2.76
Student4628,21,Computer Science,3.64
Student6873,21,Biology,3.86
Student8145,20,Biology,3.82
Student7377,21,Computer Science,3.31
Student7711,24,Mechanical Engineering,3.26
Student4434,23,English,2.89
Student1549,22,Psychology,3.06
Student7198,19,English,3.46
Student8977,23,Computer Science,2.62
Student3255,24,Mechanical Engineering,2.99
Student223,20,Computer Science,2.52
Student7253,24,English,2.72
Student9690,21,English,2.62
Student1597,21,Biology,3.18
Student814,18,English,3.77
Student5404,22,Biology,2.88
Student1367,24,History,2.89
Student7518,23,Psychology,3.6
Student3028,21,Psychology,2.52
Student521,22,Biology,3.74
Student2645,18,History,3.19
Student1618,20,Biology,3.64
Student6494,23,Mechanical Engineering,3.07
Student6555,19,Mechanical Engineering,3.44
Student9175,23,History,2.78
Student3372,22,Biology,3.46
Student2309,19,Mechanical Engineering,3.4
Student5364,24,Computer Science,3.56
Student3855,18,Computer Science,3.49
Student6759,22,English,4.0
Student7190,22,History,2.74
Student7896,18,Biology,3.95
Student2443,21,History,3.61
Student965,18,Psychology,3.66
Student3330,23,Computer Science,2.96
Student8761,19,Mechanical Engineering,3.62
Student3067,20,Psychology,2.71
Student4145,23,Computer Science,2.82
Student1691,21,Computer Science,2.99
Student4357,21,History,2.93
Student8338,18,Mechanical Engineering,2.58
Student986,18,Psychology,3.94
Student879,19,History,2.98
Student6825,21,Computer Science,2.78
Student4761,20,Biology,3.5
Student9043,19,Computer Science,3.56
Student5976,20,History,3.22
Student4223,21,Computer Science,3.07
Student8264,24,Biology,3.63
Student5245,23,History,2.96
Student2329,18,English,2.83
Student5500,24,Psychology,3.17
Student1072,23,Mechanical Engineering,2.85
Student2464,23,Biology,3.92
Student3995,23,Psychology,3.19
Student6056,23,Mechanical Engineering,3.74
Student6567,18,English,2.86
Student2107,21,Computer Science,2.95
Student2018,19,History,3.43
Student1690,24,Computer Science,2.72
Student128,18,Biology,2.66
Student152,20,Biology,2.97
Student3509,21,English,2.79
Student5110,20,Biology,3.7
Student7167,21,Psychology,2.53
Student4120,19,English,3.5
Student6801,19,Computer Science,3.62
Student3913,22,Psychology,3.69
Student4712,19,Mechanical Engineering,2.56
Student5942,22,Computer Science,2.66
Student7070,24,History,3.59
Student5617,23,Psychology,3.84
Student1409,18,Biology,2.95
Student6189,18,Psychology,3.1
Student934,21,Mechanical Engineering,3.26
Student2915,24,Computer Science,3.83
Student2172,24,Mechanical Engineering,2.57
Student4835,19,History,2.58
Student6777,19,English,2.9
Student714,23,Psychology,3.0
Student5808,23,Computer Science,3.74
Student3602,20,Computer Science,3.99
Student3090,22,Computer Science,2.57
Student4138,24,Computer Science,3.56
Student6042,21,Psychology,3.53
Student2020,19,Psychology,2.53
Student4744,23,Psychology,3.68
Student5359,19,Mechanical Engineering,3.95
Student2571,20,Psychology,3.15
Student5735,20,Mechanical Engineering,3.47
Student5719,19,Mechanical Engineering,3.83
Student7120,22,Psychology,2.53
Student8844,21,English,4.0
Student9580,21,History,3.64
Student8973,20,History,3.02
Student2664,21,Psychology,3.66
Student1451,20,Biology,3.25
Student4701,20,Biology,3.51
Student1623,22,Biology,3.71
Student6037,20,Computer Science,2.57
Student813,21,Biology,2.77
Student3382,24,Computer Science,3.23
Student7526,19,Computer Science,3.9
Student8578,21,Psychology,3.05
Student2975,21,Computer Science,3.58
Student3241,20,Psychology,3.11
Student7322,23,Psychology,3.38
Student9723,19,History,3.52
Student4632,18,Biology,3.12
Student2410,18,Mechanical Engineering,2.81
Student8835,23,Psychology,3.23
Student9391,18,History,3.71
Student8815,19,Psychology,3.43
Student2747,18,Computer Science,3.93
Student3434,19,Computer Science,2.89
Student9005,18,Mechanical Engineering,3.08
Student6237,18,English,3.84
Student7043,19,Psychology,2.59
Student581,20,Psychology,3.68
Student8568,21,English,3.05
Student1254,24,History,3.08
Student4440,19,Mechanical Engineering,3.31
Student7217,21,Biology,2.81
Student5784,21,English,2.62
Student2736,19,Psychology,3.59
Student8349,23,Biology,2.85
Student2585,22,Computer Science,3.38
Student5342,22,History,3.51
Student7305,23,History,3.03
Student1056,24,English,3.5
Student9541,23,Computer Science,3.57
Student5361,24,Biology,3.18
Student2744,22,History,3.82
Student6646,18,Computer Science,3.15
Student9947,24,Psychology,3.45
Student2622,21,Computer Science,3.48
Student9354,20,Psychology,3.4
Student1047,20,Computer Science,2.88
Student5842,21,Psychology,2.85
Student5751,23,English,3.05
Student205,23,English,3.08
Student8179,19,English,2.95
Student8134,23,Computer Science,3.5
Student7185,23,Biology,3.63
Student4212,22,Biology,3.24
Student7719,19,Psychology,2.89
Student1654,24,English,3.42
Student6918,21,English,3.78
Student9801,23,Biology,2.67
Student6380,19,History,3.48
Student3443,22,History,2.64
Student3645,24,Psychology,2.51
Student2551,23,Psychology,2.86
Student3056,19,Biology,2.99
Student8182,18,Psychology,3.39
Student5918,22,Biology,3.95
Student4765,20,History,3.68
Student2612,22,Biology,3.73
Student6214,20,Mechanical Engineering,3.7
Student3328,24,Mechanical Engineering,3.34
Student7769,22,Psychology,2.77
Student5176,18,Psychology,3.28
Student3482,21,Psychology,3.83
Student2478,20,English,2.54
Student6126,20,English,3.64
Student589,20,Mechanical Engineering,3.36
Student5769,21,Psychology,3.74
Student2848,18,English,2.63
Student5730,22,History,3.71
Student7826,24,English,3.79
Student6324,21,English,3.44
Student3313,23,Computer Science,3.27
Student5103,24,History,2.89
Student80,19,English,3.99
Student6033,22,Psychology,3.4
Student8843,23,Psychology,3.4
Student9650,22,Computer Science,3.82
Student8595,20,Biology,3.2
Student7871,22,Psychology,3.07
Student1151,19,Biology,2.92
Student6041,22,English,3.82
Student7134,19,History,3.99
Student2448,19,Psychology,3.24
Student8679,24,Psychology,3.58
Student6729,18,Biology,2.78
Student4585,20,Mechanical Engineering,3.39
Student4450,24,Mechanical Engineering,3.46
Student6255,20,Computer Science,3.84
Student6478,18,English,2.83
Student5843,18,Computer Science,3.48
Student4928,24,Mechanical Engineering,3.67
Student5224,21,History,3.75
Student3129,19,Computer Science,2.87
Student9224,18,Mechanical Engineering,3.54
Student9770,19,Computer Science,2.65
Student6424,18,Computer Science,3.5
Student1926,19,English,3.45
Student2178,21,Mechanical Engineering,2.67
Student5583,22,English,3.5
Student7048,23,Mechanical Engineering,2.82
Student7771,24,English,2.68
Student4460,20,Computer Science,3.26
Student9847,19,Computer Science,2.98
Student7665,20,Mechanical Engineering,3.04
Student1315,21,Computer Science,3.43
Student4031,21,Biology,3.93
Student8567,21,Mechanical Engineering,2.87
Student8645,18,English,3.29
Student5923,24,History,2.71
Student5335,19,Psychology,3.84
Student6267,18,Mechanical Engineering,3.87
Student14,22,Mechanical Engineering,3.89
Student7406,18,Psychology,3.49
Student6129,22,English,3.36
Student9396,20,Psychology,2.94
Student7785,22,History,3.69
Student8895,18,Mechanical Engineering,3.02
Student5993,18,Biology,3.09
Student2583,22,English,2.65
Student6438,19,Psychology,3.64
Student7521,18,Psychology,3.13
Student32,22,English,2.73
Student7222,22,History,2.75
Student1374,21,English,3.5
Student6105,18,Mechanical Engineering,3.28
Student7761,21,English,2.72
Student2122,22,English,3.8
Student5040,19,English,3.78
Student2841,24,Mechanical Engineering,3.39
Student5728,21,English,2.5
Student3931,21,Computer Science,2.72
Student1985,21,English,3.34
Student505,24,Biology,3.54
Student9447,18,Computer Science,3.97
Student3644,21,Computer Science,3.06
Student5707,22,Psychology,2.82
Student5174,18,Psychology,3.88
Student9242,21,English,2.96
Student9398,22,Psychology,3.84
Student9890,21,English,2.76
Student2504,18,Psychology,3.03
Student7985,18,History,3.53
Student2877,18,Psychology,3.15
Student1624,24,Mechanical Engineering,3.58
Student6673,20,Computer Science,2.94
Student5444,18,English,2.95
Student2890,21,Psychology,3.86
Student8261,24,English,3.83
Student3724,24,Biology,2.59
Student5493,20,History,3.82
Student7936,22,English,3.26
Student7673,23,Biology,2.95
Student3549,21,English,3.15
Student4535,24,Mechanical Engineering,3.89
Student7302,18,Mechanical Engineering,3.18
Student1728,19,History,3.54
Student536,19,Mechanical Engineering,2.97
Student4729,19,English,3.22
Student1817,22,Computer Science,3.88
Student8191,22,Biology,3.53
Student7313,23,History,3.05
